,AAPL_US,NVDA_US,MSFT_US,GOOG_US,TSLA_US,AMZN_US,BRK-B_US,XOM_US,LLY_US,JPM_US
1972-07-11,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.003570335611547515,0.020149890050711328
1972-07-12,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.008843260825371013,0.020149890050711328
1972-07-13,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0,0.020149890050711328
1972-07-14,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0176322418136019,0.020149890050711328
1972-07-17,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.017326732673267342,0.020149890050711328
1972-07-18,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.006952141057934513,0.020149890050711328
1972-07-19,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.010551948051947813,0.020149890050711328
1972-07-20,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.010542168674698926,0.020149890050711328
1972-07-21,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.015598609041232114,0.020149890050711328
1972-07-24,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.01711993738994333,0.020149890050711328
1972-07-25,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.008367798403385751,0.020149890050711328
1972-07-26,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.025412221144519798,0.020149890050711328
1972-07-27,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0,0.020149890050711328
1972-07-28,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.0016080211880437068,0.020149890050711328
1972-07-31,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.01165324490762687,0.020149890050711328
1972-08-01,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.01179064417177944,0.020149890050711328
1972-08-02,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.003315963998105187,0.020149890050711328
1972-08-03,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0033269961977187013,0.020149890050711328
1972-08-04,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.006631927996210485,0.020149890050711328
1972-08-07,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.002384358607534498,0.020149890050711328
1972-08-08,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.003330161750713767,0.020149890050711328
1972-08-09,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.0033191085822665833,0.020149890050711328
1972-08-10,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.005042816365366409,0.020149890050711328
1972-08-11,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.001609391271419236,0.020149890050711328
1972-08-14,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.01824196597353489,0.020149890050711328
1972-08-15,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.014666295368049531,0.020149890050711328
1972-08-16,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.014790390956194055,0.020149890050711328
1972-08-17,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.0034423407917384408,0.020149890050711328
1972-08-18,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.01688735367491856,0.020149890050711328
1972-08-21,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.02141913568597853,0.020149890050711328
1972-08-22,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.004896073903002396,0.020149890050711328
1972-08-23,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.008089722375436814,0.020149890050711328
1972-08-24,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.011306765523632967,0.020149890050711328
1972-08-25,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.019685039370078705,0.020149890050711328
1972-08-28,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.0034423407917384408,0.020149890050711328
1972-08-29,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.008443676837459169,0.020149890050711328
1972-08-30,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.003330161750713434,0.020149890050711328
1972-08-31,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0,0.020149890050711328
1972-09-01,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.003341288782816143,0.020149890050711328
1972-09-05,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.00666032350142709,0.020149890050711328
1972-09-06,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.005076628352490453,0.020149890050711328
1972-09-07,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0017329354000192865,0.020149890050711328
1972-09-08,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.0100913022585295,0.020149890050711328
1972-09-11,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.015339805825242747,0.020149890050711328
1972-09-12,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.015480181423782158,0.020149890050711328
1972-09-13,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.0070105157736607415,0.020149890050711328
1972-09-14,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.024710035300050448,0.020149890050711328
1972-09-15,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.00521653543307099,0.020149890050711328
1972-09-18,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.0034629464727414794,0.020149890050711328
1972-09-19,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.013899920571882385,0.020149890050711328
1972-09-20,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0,0.020149890050711328
1972-09-21,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.010282021151586496,0.020149890050711328
1972-09-22,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.001682002572474528,0.020149890050711328
1972-09-25,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.003468780971258467,0.020149890050711328
1972-09-26,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.00348085529587272,0.020149890050711328
1972-09-27,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.001696606786427246,0.020149890050711328
1972-09-28,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0034870977383680835,0.020149890050711328
1972-09-29,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.005262112787926876,0.020149890050711328
1972-10-02,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.013827160493826929,0.020149890050711328
1972-10-03,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.003505257886829982,0.020149890050711328
1972-10-04,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.006986027944111739,0.020149890050711328
1972-10-05,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.017688442211055366,0.020149890050711328
1972-10-06,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0018416206261511192,0.020149890050711328
1972-10-09,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.010723039215686292,0.020149890050711328
1972-10-10,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0018187329493786208,0.020149890050711328
1972-10-11,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.007160867372667523,0.020149890050711328
1972-10-12,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.00182852498984154,0.020149890050711328
1972-10-13,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.005374163455688419,0.020149890050711328
1972-10-16,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.00703435620348658,0.020149890050711328
1972-10-17,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.010677618069815376,0.020149890050711328
1972-10-18,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.02498984152783401,0.020149890050711328
1972-10-19,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.020812685827552135,0.020149890050711328
1972-10-20,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.01184466019417485,0.020149890050711328
1972-10-23,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0,0.020149890050711328
1972-10-24,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.03195164075993073,0.020149890050711328
1972-10-25,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0032543003254301706,0.020149890050711328
1972-10-26,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.022798887859128758,0.020149890050711328
1972-10-27,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.017488220369699103,0.020149890050711328
1972-10-30,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0032278889606198735,0.020149890050711328
1972-10-31,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.017742232027946114,0.020149890050711328
1972-11-01,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0031614126998464886,0.020149890050711328
1972-11-02,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0,0.020149890050711328
1972-11-03,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.006302899333693657,0.020149890050711328
1972-11-06,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0015404131931859855,0.020149890050711328
1972-11-08,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.011037727313851442,0.020149890050711328
1972-11-09,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.006403805690238684,0.020149890050711328
1972-11-10,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.01298222999723786,0.020149890050711328
1972-11-13,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.007369402985074602,0.020149890050711328
1972-11-14,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.01644582276101847,0.020149890050711328
1972-11-15,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.011372041420118606,0.020149890050711328
1972-11-16,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0,0.020149890050711328
1972-11-17,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.008044611024773829,0.020149890050711328
1972-11-20,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.01133536079623998,0.020149890050711328
1972-11-21,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.0015846383296047595,0.020149890050711328
1972-11-22,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.0016805153580431442,0.020149890050711328
1972-11-24,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.008229682970167573,0.020149890050711328
1972-11-27,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.004916056024487636,0.020149890050711328
1972-11-28,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.013049962714392294,0.020149890050711328
1972-11-29,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0033056290139781286,0.020149890050711328
1972-11-30,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0032947378330039356,0.020149890050711328
1972-12-01,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.001595045974854603,0.020149890050711328
1972-12-04,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0032891645522037383,0.020149890050711328
1972-12-05,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.004964406144623568,0.020149890050711328
1972-12-06,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.006589475666007649,0.020149890050711328
1972-12-07,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,-0.003273169363134598,0.020149890050711328
1972-12-08,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.004972790392193449,0.020149890050711328
1972-12-11,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0,0.020149890050711328
1972-12-12,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.0,0.020149890050711328
1972-12-13,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.013070675007002208,0.020149890050711328
1972-12-14,-0.051515151515151625,0.10638297872340408,0.03660565723793674,-0.04668971374402242,-0.002511458529541044,-0.11644535240040865,0.034482758620689724,0.017011946166641367,0.006543175744171181,0.020149890050711328
